宾语	英语	0.8569471118589718
犹太教	以色列	0.9591922075751924
从善如流	词语	0.8326562879125601
外挂	程序	0.7875154982866034
汗牛充栋	词语	0.6784040955042214
水门事件	事件	0.7109904277220394
智能手机	手机	0.7478430697533789
七言律诗	近体诗	0.6281197486032493
双百方针	文艺	0.9061089369006139
无欲则刚	成语	0.9976930281735582
脂砚斋	曹雪芹	0.6139836440385965
硫代硫酸钠	营养学	0.9548846730423655
钢化玻璃	建材	0.7035428016704901
钢化玻璃	建筑材料	0.5988171797659089
白平衡	数码相机	0.8150894899936955
花岗石	石材	0.6987042909854355
狼孩	环境	0.8900834545215304
日心说	标准	0.8833626328000804
糖尿病	营养学	0.7764468947642528
年号	传统	0.95563030576625
艾窝窝	北京小吃	0.7657243764292438
水玻璃	砂浆	0.7098373686872852
gpu	显卡	0.7865755711792533
小户型	建筑业	0.8803543819816584
维基百科	网站	0.683531011044372
火把节	少数民族	0.8256223099493203
gprs	手机	0.8320855547214165
茅台	饮食	0.8396488583383258
胰岛素	医疗	0.8587546002785168
克隆	遗传学	0.6059488962169656
分频器	视频	0.9043409119684752
饮茶	茶叶	0.7425121242127258
抑郁症	心理健康	0.9225952314617203
胆红素	营养学	0.8241828604978434
wikipedia	维基	0.7849474601060542
大理石	装修	0.7036123737296989
康有为	戊戌变法	0.6635418312864071
网络电话	流行语	0.9286532004480277
粉领	职业	0.8873986579627551
巴金	翻译家	0.7311726388717831
乔石	博山	0.9486247873431682
成思危	风险投资	0.8877085139562493
陈至立	女性	0.9608670099780182
徐才厚	人物	0.9121737198938835
霍英东	传记	0.9760034998364944
冰川	环境	0.7953143556724229
刘师培	经学家	0.8246564477769049
梁启超	人物	0.883333684715055
冯友兰	河南人	0.8680469706415775
冯友兰	残疾人	0.9085140920629039
东坡肉	食品	0.6118350921839059
旧石器时代	古文明	0.6696442326323642
福建农林大学	福建	0.9182249718957166
吉娃娃	狗	0.6296105898859139
广告	职业	0.8789103514874965
微软	技术	0.83026732457672
陆游	著名作家	0.7260443387792709
雅虎	技术	0.9133360046845148
梁咏琪	人物	0.989311374433744
纳米比亚	英联邦	0.8232651923410582
基里巴斯	大洋洲	0.6533870050431961
坦桑尼亚	莱索托	0.6613860478947672
柳宗元	人物	0.7699913825853952
丁肇中	物理学家	0.8015642093885859
丁肇中	诺贝尔奖	0.7826105012579817
中秋节	月饼	0.73556896297409
岫岩满族自治县	省市	0.8408355205042048
man	技术	0.8460824154067771
印度尼西亚	石油输出国组织	0.9115177052833068
任天堂	游戏	0.6835682555202168
赵本山	明星	0.9724564316802307
袁崇焕	将领	0.7328005205069019
北京航空航天大学	大学	0.6314571656813894
复调	音乐学	0.7086939612176736
方文山	吴宗宪	0.6763526378890534
大连理工大学	华中科技大学	0.5790518439645538
赵雅芝	艺术家	0.9811626201195298
霍去病	名将	0.7945841376015751
南京大学	东南大学	0.5568539265125516
南美洲	地理学	0.925347159478108
北京邮电大学	邮电	0.8753196728962068
黄湘怡	港台明星	0.7228950618177034
计算机	自然科学	0.8455018005735473
燕尾格	灯谜	0.8632718762221354
光良	音乐	0.660753542364867
中南大学	学校	0.8260330339455783
巩俐	山东人	0.8822684555596814
亳州	安徽	0.8774700003535263
猪	肉类	0.6747014727780912
阳煤集团	领导	0.7423631114856386
东京大学	中国工程院	0.8844668866986003
量子化学	自然科学	0.770044789746482
营销	网络营销	0.7245234857661917
鄂毕河	俄罗斯	0.7887856776429713
嵇康	人物	0.7893435381239593
闫妮	明星	0.9577773730245279
江苏	华东	0.7441548104208854
柳琴	音乐	0.6741491000064046
安利	直销	0.6521048650581756
沃尔沃	公司	0.8882385486287094
恶搞	流行语	0.7270427726910073
埃及	地名	0.9401889254946131
硫酸钾	自然科学	0.9859627387828073
八神庵	拳皇	0.7977815059650138
景颇族	少数民族	0.7295613949671464
云南农业大学	大学	0.8141423985897208
新闻联播	中央电视台	0.6723523835067496
新闻联播	电视栏目	0.7472474179470887
东北虎林园	风景区	0.7910243543209804
针鼹	哺乳动物	0.6913576659794554
方力钧	艺术工作者	0.7474342409686558
蛋雕	工艺美术	0.8061946847853885
hyde	明星	0.8548982384503929
佤族	中华民族	0.7419248429994245
保亭花	花	0.8428756184566895
俞平伯	名人	0.8725305642339042
徐智英	演员	0.46531797887337556
光纤	金属	0.8434401779317942
罗贯中	明星	0.9554704724415533
席慕蓉	作家	0.6150738509728576
绫波丽	女神	0.8892639155974409
书法	书法家	0.646422021688283
书法	行书	0.7052022443613718
福娃	奥林匹克运动会	0.8508717956592833
理发	发型	0.9409974612689136
湖南大学	中国大学	0.6974345536380719
薄熙来	人物	0.9771295666426466
扎鲁特旗	地区	0.6578262668682641
三亚	旅游胜地	0.7888284778218182
兼职	四川大学	0.7324342775642664
水木年华	明星	0.8476401082031239
密西西比河	地理学	0.9668347628085643
writely	google	0.8318110524190712
蒋介石	人物	0.9775707238675402
肝硬化	常见疾病	0.5459254009934574
老狼	歌手	0.6391584362612647
建筑节能	高新技术	0.7931617332630736
邓州	城市	0.8063954407933386
西北工业大学	中国大学	0.8257697009677055
荷兰	世界贸易组织	0.8707896451229037
金钟民	演员	0.5496225218552924
黄花闺女	称谓	0.9885120011471061
宋四家	人物	0.7682816284520277
丹麦	地名	0.9958176807895265
蚌埠	安徽	0.7880639270693713
中国国家航天局	航空航天	0.9722958095854122
西沙群岛	海洋	0.7911210354813863
道教	道术	0.844622716002048
排比	写作	0.5972707284720287
刘勰	山东人	0.9511030234280186
陕西历史博物馆	西安	0.9538661420322461
子安武人	cv	0.8685575008398035
体育运动	球星	0.9650129215989472
欧元	欧盟	0.9186802851929158
八仙花	中药	0.8693598695121287
网虫	因特网	0.8681545358601463
大叶黄杨	生物	0.8429435617053885
大叶黄杨	花卉	0.631377802240616
通话时间	数码	0.8755457105070373
石竹	国花	0.9292531641656926
萧亚轩	舞蹈	0.8130022361726882
海子	诗歌	0.8656431719815825
水葱	莎草科	0.6708624170023217
机车	潜艇	0.907506087395484
莫文蔚	歌手	0.6918903931123381
算法	代数	0.6315775915908801
立威廉	人物	0.9955637880372111
托福	英语	0.6463772434331444
唐禹哲	港台明星	0.7309305603901296
曾巩	文学家	0.771125863084741
曾巩	苏轼	0.7073344919825738
送礼	礼品网	0.9774654398463138
井上雄彦	漫画家	0.7315387760185587
井上雄彦	明星	0.9527400716620987
犹太人	巴勒斯坦	0.7507645223781706
曲阳县	河北	0.987795511701297
包拯	忠臣	0.6938936829651142
陈好	美女	0.6228845458788977
台州	城市	0.496931638873207
笔记本电脑	计算机科学	0.979258199302568
斐济	世界	0.7616461496563796
雅虎	技术	0.9133360046845148
耶律楚材	元朝	0.7185465316442983
网络适配器	网络通讯	0.6056516823527832
以色列	世界贸易组织	0.8538516019357881
贺双卿	词人	0.8225949302316168
关智一	cv	0.9535795298911094
官厅水库	水文学	0.8723275695419439
电鳗	物种	0.8949079450809643
标准化	标准	0.7319092328748601
菠萝	美食	0.9024018176484512
湖南卫视	媒体	0.6867600201837881
芦荟	药品	0.8190316703269795
信息系统	科学技术	0.7771295630824425
木村拓哉	演员	0.7171255051780729
犬儒学派	主义	0.6677287419781712
婺源县	中华人民共和国	0.926276798409139
明十三陵	帝陵	0.6456789067176901
启东	运动	0.8879920281729949
启东	人才	0.9671711434664508
五洲	人才网	0.8585946168740503
林航	实业家	0.9157814442151851
邝美云	歌手	0.610530767513121
东施效颦	词汇	0.9228959355224337
张惠妹	明星	0.9958351018406542
zone	乐队	0.9337963949985617
呃逆	疾病	0.45473828142978473
鱼鳞病	药品	0.8968222150218411
秋波	爱情	0.8254434926700499
旅游	术语	0.9432674045566468
冯钟璞	人物	0.8748669261114054
钢琴	音乐	0.5025173653567414
潘长江	明星	0.705573636556832
中微子	宇宙学	0.6438207374499609
海森堡	诺贝尔奖	0.8497792240953881
美人香草	词汇	0.8103526323628668
兰博基尼	公司	0.8343288359990756
兰博基尼	汽车品牌	0.771971069341556
机床	冶金	0.7017700347745958
节理	自然	0.828726024645514
吴三桂	缅甸	0.8629698263537071
水肿	营养学	0.9528021104330219
生态	生态系统	0.7166284662984566
唐招提寺	寺院	0.6188227434539965
冲浪	拳击	0.8294839863309788
湖北美术学院	学院	0.6595802833905136
红筹股	建筑学	0.9992711364891324
素鸡	饮食	0.8276354084670994
纪昀	诗人	0.7835662920855703
网格	术语	0.8782405479498608
整理	建筑学	0.9269655604101759
世界园艺博览会	自然	0.9153685211928235
林觉民	烈士	0.88134271196712
惠普	数码	0.946283225969734
外销员	商品	0.7861746633508274
机箱	设备	0.6125021051018228
盘古	神话	0.6845005811326336
生肖	传统	0.7946893222658923
东北虎	虎	0.6911164642092537
被子植物	林学	0.8874988904856155
佟大为	男演员	0.8793397451215399
佟大为	明星	0.9970615971061978
地质录井	技术	0.7017557941055416
万绮雯	明星	0.7077119775915977
狴犴	龙生九子	0.7468424715583586
胡芳芳	歌手	0.7112213584800897
神社	建筑	0.798849309150976
佳木斯大学	佳木斯	0.8083342437215868
解放日报	报刊	0.7162231773593477
光电效应	诺贝尔物理学奖	0.9340442312057134
悉尼歌剧院	音乐厅	0.6860429896295688
中国石油天然气股份有限公司	石油	0.7127067186124276
新乐府	诗体	0.6917268427298708
陈慧珊	港台明星	0.7381145475984134
叶挺	军事家	0.9415190924392075
湘绣	文化遗产	0.9479435514897449
许茹芸	歌手	0.7101837985024695
张自忠	民族英雄	0.7902708157446785
茯苓	中药	0.8022966092397318
清东陵	名胜	0.7684127166287419
苹果公司	苹果电脑	0.7921820392394522
劳力士	品牌	0.7496656176347721
曹骏	明星	0.6808741710153534
宿豫	地区	0.772444097653476
玫琳凯	时尚品牌	0.7501329632215529
伍佰	歌手	0.7058780082768835
导演	明星	0.752282059922428
博尔顿	体育人物	0.924428292390728
竹琴	民族	0.8475787926481135
萨芬	俄罗斯	0.8582914709857524
胡歌	明星	0.9741410019332424
枫树	灌木	0.8372411410740042
张文栋	中北大学	0.8224337788576378
健身	气功	0.9145216780539795
马六甲海峡	东南亚	0.8814072861541422
中心法则	生物	0.8337116535139044
pdf	常用软件	0.703928154783717
李双江	黑龙江人	0.9239913569787421
红柳	饲料	0.7947889457195825
大花脸	戏曲	0.7385067507730613
ssl	信用卡	0.9794079967580819
石油	矿物	0.8173762499032933
丛台	行政区划	0.39076436468018544
巨野县	菏泽市	0.8724676722803817
崔永元	名人	0.8582999029613557
董鄂氏	姓氏	0.8588219044781181
王涯	诗人	0.8795900363317705
格什文	美国	0.9661570197696246
于良史	诗人	0.7636326586787332
虞世南	文学家	0.80732183839534
汉剧	湖北	0.8877284695567537
卡巴列夫斯基	作曲家	0.5795478004838044
牌九	游戏	0.7775997993480471
孟郊	著名作家	0.7177842226811385
李小璐	歌手	0.7080230294703503
圆雕	雕塑	0.8162406839620925
吴桥县	沧州	0.8328685239954408
木结构	结构	0.7802431211028134
伊朗	石油输出国组织	0.8488173104304421
十八般兵器	成语	0.9172550512357519
巴松	管乐器	0.7218219822473919
短号	音乐	0.6137680218084711
张海迪	人物	0.7606960585905035
上海理工大学	上海	0.9110784852500526
土耳其	亚洲	0.8268607094513283
土耳其	中东国家	0.8233974807533437
版画	工艺美术	0.6135946294167419
滤镜	信息技术	0.9864088632182554
那英	音乐	0.9378223611768249
议论文	文体	0.7508736177001317
帆船	航海	0.7456492543139931
帆船	体育项目	0.8342951847543828
埙	音乐	0.6846515136515872
许光达	大将	0.8475656644235263
rle	文件格式	0.725772045275077
美元	美国	0.9613100265603383
炸酱面	食品	0.5598308880809464
薄荷	野菜	0.6086832583408758
巴哥	宠物	0.8234132583451127
棕熊	哺乳动物	0.6907491213420882
手枪	火器	0.7657585527731269
董仲舒	思想家	0.7202924826081877
雷区	地区	0.8747972817931656
映泰	电脑硬件	0.8695383240966407
爱沙尼亚	东欧	0.7712735748050287
catia	cad	0.739438633919707
五脏六腑	针灸	0.9410707646416804
五线谱	乐理	0.7675100604021368
齐纳曼	人物	0.7969852784625874
维萨里	科学家	0.8375932336076426
冉闵	名将	0.8983439336994873
占星	星座	0.9740928474088121
紫仓	生物	0.9068507552270617
毛泽东思想	毛泽东	0.7727234433044613
中东	中东国家	0.7605643334562269
太古宙	地球	0.7722836194645375
联合国安全理事会	委内瑞拉	0.8284113438547329
阿空加瓜山	火山	0.8075952901170814
河北正定中学	正定	0.9920007057715083
钱沣	书法家	0.9985527147144144
明党参	中成药	0.7105522671769686
牡丹皮	植物药	0.7911577171070919
