抗生素	指标	0.0	0.019870563151630282
酒吧	岗位	0.0	0.019870563151630282
公共卫生	生物学	0.0	0.019870563151630282
德国	东南亚	0.0	0.019870563151630282
四川	单位	0.0	0.019870563151630282
卫星	信息	0.0	0.019870563151630282
匕首	冷兵器	0.06388837423254091	0.019870563151630282
楼群	项目	0.0	0.019870563151630282
品种	文具	0.0	0.019870563151630282
赫哲族	中国	0.0	0.019870563151630282
玉皇大帝	塑像	0.0	0.019870563151630282
黑客	现象	0.06388837423254091	0.0
敦煌	方面	0.0	0.019870563151630282
总督	官员	0.06388837423254091	0.039741126303260564
人	石	0.06388837423254091	0.0
女孩	信息	0.0	0.039741126303260564
眼	柱	0.06388837423254091	0.0
黄花菜	产品	0.0	0.019870563151630282
纤维	人体	0.25555349693016366	0.0
医学	交叉学科	0.06388837423254091	0.019870563151630282
香港	公司	0.0	0.039741126303260564
成分	物质	0.5111069938603273	0.0
银行	部门	0.0	0.2781878841228239
肝癌	方面	0.0	0.039741126303260564
医生	方面	0.0	0.019870563151630282
帆船	体育项目	0.0	0.019870563151630282
文艺	晚会	0.0	0.019870563151630282
套裙	服饰	0.0	0.019870563151630282
神	时	0.06388837423254091	0.0
电力	问题	0.0	0.039741126303260564
家庭	社会	0.06388837423254091	0.019870563151630282
泰雅族	族群	0.12777674846508183	0.0
氟	过程	0.06388837423254091	0.0
亲缘	方法	0.0	0.019870563151630282
手	身体	0.0	0.019870563151630282
建筑	殊荣	0.0	0.07948225260652113
凉茶	饮食	0.0	0.019870563151630282
人	省	0.0	0.0993528157581514
生物工程	类型	0.0	0.019870563151630282
洛阳	地区	0.0	0.019870563151630282
瑞士	道教	0.0	0.019870563151630282
书	方式	0.06388837423254091	0.0
比例	规律	0.06388837423254091	0.11922337890978167
少女	杂志	0.0	0.019870563151630282
目的	资格	0.0	0.019870563151630282
铁路	枢纽	0.0	0.019870563151630282
时	盘子	0.06388837423254091	0.0
铸铁	技术	0.0	0.019870563151630282
香港	区	0.0	0.019870563151630282
蒙古语	语言	0.0	0.019870563151630282
马特	人	0.0	0.07948225260652113
芜湖	古城	0.06388837423254091	0.0
酒店	方面	0.0	0.07948225260652113
锅	面	0.1916651226976227	0.0
公司	数据库	0.0	0.019870563151630282
宗教	宇宙	0.06388837423254091	0.0
法律	专业学位	0.0	0.019870563151630282
李白	形象	0.0	0.019870563151630282
国学	作者	0.0	0.019870563151630282
桥	宝物	0.0	0.019870563151630282
电信	能源	0.0	0.039741126303260564
墨	因素	0.0	0.019870563151630282
窗	时间段	0.06388837423254091	0.0
时尚	全国	0.0	0.019870563151630282
美学	价值	0.0	0.019870563151630282
品种	文化	0.0	0.019870563151630282
酸	结构	0.06388837423254091	0.0
亨利	画家	0.06388837423254091	0.0
证券公司	部门	0.0	0.019870563151630282
币	方式	0.0	0.019870563151630282
剂	化妆品	0.1916651226976227	0.0
定义	标准	0.0	0.039741126303260564
内容	文化	0.06388837423254091	0.039741126303260564
海洋	多方面	0.0	0.019870563151630282
动词	词	0.0	0.019870563151630282
角色	论文	0.0	0.019870563151630282
论文	丛书	0.0	0.019870563151630282
米德兰	港口	0.0	0.019870563151630282
液体	品种	0.0	0.019870563151630282
冰川	河流	0.1916651226976227	0.0
铭文	纹	0.0	0.039741126303260564
形式主义	人	0.0	0.019870563151630282
温度	现象	0.0	0.019870563151630282
文学	艺术	0.1916651226976227	0.039741126303260564
内容	多方面	0.0	0.059611689454890836
基础课	任务	0.0	0.039741126303260564
人	男人	0.12777674846508183	0.0
相配	系统	0.06388837423254091	0.0
艺术	作品	0.31944187116270456	0.1987056315163028
农民	荣誉称号	0.0	0.039741126303260564
子	女作家	0.06388837423254091	0.0
鞍马	物	0.0	0.059611689454890836
城市	著作	0.0	0.019870563151630282
民歌	结晶	0.06388837423254091	0.0
廊	设施	0.0	0.019870563151630282
趋势	问题	0.0	0.019870563151630282
亨利	男子	0.12777674846508183	0.0
路	高楼	0.0	0.039741126303260564
前身	车站	0.06388837423254091	0.0
神	村	0.0	0.039741126303260564
乙醇	物	0.0	0.019870563151630282
阜康	县	0.0	0.019870563151630282
国家	垄断者	0.06388837423254091	0.0
问题	地方	0.06388837423254091	0.0
中子	问题	0.0	0.019870563151630282
蚕	名称	0.0	0.039741126303260564
物资	事项	0.0	0.059611689454890836
淮河	地区	0.0	0.019870563151630282
僧	人	0.0	0.25831732097119364
茶	项目	0.0	0.019870563151630282
陕北	领导人	0.0	0.07948225260652113
有限公司	外商	0.0	0.019870563151630282
猪	牲畜	0.0	0.059611689454890836
身体	现象	0.0	0.039741126303260564
有限公司	国际	0.12777674846508183	0.039741126303260564
观众	人	0.06388837423254091	0.0
军事	手段	0.0	0.07948225260652113
旧金山	城市	0.06388837423254091	0.11922337890978167
日本	话题	0.12777674846508183	0.0
奖	形式	0.0	0.059611689454890836
环境监测	行业	0.0	0.019870563151630282
橱	物	0.0	0.019870563151630282
音乐厅	设施	0.0	0.059611689454890836
草	动作	0.0	0.019870563151630282
宅	古建筑	0.0	0.019870563151630282
定义	方面	0.0	0.07948225260652113
分子生物学	方面	0.0	0.1987056315163028
糖	行业	0.0	0.019870563151630282
老师	地方	0.12777674846508183	0.0
景区	世界	0.1916651226976227	0.0
文物	关系	0.06388837423254091	0.0
报酬	要素	0.0	0.019870563151630282
工厂	合作伙伴	0.0	0.019870563151630282
市场	建筑	0.0	0.0993528157581514
动物	细胞	0.0	0.019870563151630282
方法	国家	0.0	0.059611689454890836
酒	装置	0.0	0.039741126303260564
现象	论文	0.0	0.019870563151630282
水	药物	0.0	0.019870563151630282
椅子	手段	0.0	0.019870563151630282
黄河	市场	0.0	0.019870563151630282
亚细亚	名词	0.1916651226976227	0.0
轮胎	工业	0.0	0.019870563151630282
康克由	领导人	0.0	0.019870563151630282
轿车	产品	0.0	0.039741126303260564
中国	人民	0.0	0.019870563151630282
舵机	设备	0.0	0.039741126303260564
武器库	古迹	0.0	0.019870563151630282
财政	资源	0.06388837423254091	0.0
男人	作品	0.0	0.059611689454890836
项目	经营者	0.06388837423254091	0.0
大豆	食品	0.0	0.07948225260652113
沙	夯	0.0	0.019870563151630282
共产党员	人	0.0	0.019870563151630282
器件	多方面	0.0	0.019870563151630282
眼	效应	0.0	0.039741126303260564
系统	著作	0.0	0.019870563151630282
艺术	人才	0.0	0.039741126303260564
兵法	知识	0.0	0.019870563151630282
空间	因素	0.06388837423254091	0.2185761946679331
山	名师	0.0	0.039741126303260564
学校	初中	0.1916651226976227	0.039741126303260564
航运	设施	0.0	0.019870563151630282
血液	免疫系统	0.0	0.019870563151630282
泰国	政府	0.0	0.019870563151630282
铁	质料	0.0	0.039741126303260564
雍和宫	名胜	0.0	0.019870563151630282
香港	人	0.0	0.13909394206141196
回族	学生	0.0	0.019870563151630282
王一亭	名师	0.0	0.019870563151630282
庐山	意思	0.06388837423254091	0.0
米糠油	品种	0.06388837423254091	0.0
商业中心	国	0.0	0.019870563151630282
音乐	软件	0.5749953680928681	0.0
网络图	结构	0.06388837423254091	0.0
重力	分力	0.06388837423254091	0.0
研究所	财政	0.1916651226976227	0.0
风景区	景观	0.1916651226976227	0.0
地区	区域	0.06388837423254091	0.13909394206141196
贝尔	食品	0.0	0.039741126303260564
方法	地名	0.0	0.039741126303260564
总理	领导	0.0	0.059611689454890836
龙涎香	香料	0.12777674846508183	0.0
荷兰	探险家	0.0	0.039741126303260564
油脂	企业	0.0	0.059611689454890836
硝石	矿藏	0.0	0.039741126303260564
韩国	特色美食	0.0	0.039741126303260564
内容	文件	0.06388837423254091	0.019870563151630282
微机	硬件	0.0	0.019870563151630282
协定	方法	0.0	0.019870563151630282
商务	行业	0.0	0.039741126303260564
军队	团体	0.0	0.019870563151630282
艺术	人文	0.0	0.039741126303260564
手	贝类	0.0	0.019870563151630282
科学	类型	0.0	0.019870563151630282
故事	全国	0.0	0.059611689454890836
头	农产品	0.0	0.019870563151630282
镇流器	电感线圈	0.06388837423254091	0.0
传单	女性	0.06388837423254091	0.0
供述	证据	0.0	0.019870563151630282
印尼	会议	0.0	0.019870563151630282
月	硕士生	0.06388837423254091	0.0
产业	方面	0.0	0.5961168945489084
遗传学	专业	0.0	0.039741126303260564
时	病症	0.0	0.039741126303260564
春秋	国	0.0	0.07948225260652113
西藏	寺庙	0.0	0.019870563151630282
山	名家	0.0	0.019870563151630282
深圳	电子	0.0	0.019870563151630282
少年	电影	0.0	0.019870563151630282
战列舰	武器	0.0	0.019870563151630282
力学	杂志	0.0	0.11922337890978167
沙	子	0.06388837423254091	0.0
国度	网络	0.06388837423254091	0.0
工业	合同	0.12777674846508183	0.0
士兵	明星	0.0	0.019870563151630282
牛磺酸	营养	0.0	0.019870563151630282
炮	类型	0.0	0.019870563151630282
网站	专业	0.06388837423254091	0.0
合同	案件	0.0	0.019870563151630282
现象	自然现象	0.1916651226976227	0.0
北京	铁路局	0.0	0.07948225260652113
红霉素	化合物	0.0	0.019870563151630282
纤维	产品	0.0	0.019870563151630282
山	名山	0.3833302453952454	0.23844675781956334
强度	结构	0.0	0.039741126303260564
华夏	唱片	0.0	0.019870563151630282
中国	事物	0.06388837423254091	0.0
